index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
22751,24,services,married,high.school,no,no,yes,telephone,may,fri,241,1,nonexistent,no
22752,50,technician,married,professional.course,no,no,no,telephone,jun,wed,462,2,nonexistent,no
22754,29,self-employed,married,university.degree,no,no,no,cellular,mar,wed,101,1,nonexistent,no
22755,46,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,thu,210,1,nonexistent,no
22756,32,admin.,single,university.degree,no,no,no,telephone,may,wed,180,1,nonexistent,no
22757,45,admin.,married,unknown,no,no,no,cellular,jun,fri,438,2,nonexistent,yes
22758,44,blue-collar,divorced,unknown,no,no,yes,telephone,jun,mon,73,3,nonexistent,no
22759,43,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,209,3,nonexistent,no
22760,45,management,married,university.degree,no,yes,no,telephone,jun,tue,228,2,nonexistent,no
22761,36,admin.,single,university.degree,no,no,no,cellular,may,tue,69,3,nonexistent,no
22762,36,blue-collar,single,high.school,no,yes,no,telephone,may,wed,212,1,nonexistent,no
22763,47,technician,divorced,professional.course,no,yes,no,cellular,jul,fri,239,1,nonexistent,no
22764,40,admin.,divorced,professional.course,no,yes,no,telephone,may,thu,339,2,nonexistent,no
22766,55,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,204,3,nonexistent,no
22767,37,blue-collar,married,unknown,no,no,no,telephone,may,tue,154,2,nonexistent,no
22768,44,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,212,2,nonexistent,no
22769,36,services,married,high.school,no,yes,no,telephone,may,thu,84,2,nonexistent,no
22770,56,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,214,10,nonexistent,no
22771,30,self-employed,married,professional.course,no,no,no,telephone,may,tue,190,2,nonexistent,no
22772,35,management,married,university.degree,no,yes,no,cellular,nov,wed,265,2,nonexistent,no
22773,34,services,single,high.school,no,no,no,cellular,jul,thu,111,1,nonexistent,no
22774,48,blue-collar,married,high.school,no,yes,yes,telephone,jun,thu,677,3,nonexistent,yes
22775,56,services,married,high.school,no,yes,no,cellular,aug,tue,460,5,nonexistent,no
22776,32,technician,single,university.degree,no,yes,no,cellular,aug,tue,171,1,nonexistent,no
22778,24,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,538,3,nonexistent,no
22779,44,management,married,high.school,no,yes,no,telephone,jun,thu,226,3,nonexistent,no
22781,36,technician,married,professional.course,no,yes,no,cellular,jul,wed,167,1,nonexistent,no
22782,49,self-employed,married,professional.course,no,no,no,telephone,may,fri,374,2,nonexistent,no
22784,34,admin.,married,high.school,no,yes,no,cellular,may,tue,106,3,nonexistent,no
22785,37,blue-collar,divorced,basic.9y,no,yes,no,cellular,apr,mon,23,4,nonexistent,no
22786,38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,610,1,nonexistent,yes
22787,45,services,married,high.school,unknown,yes,no,cellular,may,fri,250,1,nonexistent,no
22788,27,blue-collar,single,basic.6y,no,no,no,telephone,jul,mon,9,1,nonexistent,no
22789,48,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,thu,111,5,nonexistent,no
22792,27,self-employed,single,professional.course,no,yes,no,cellular,jul,tue,279,3,nonexistent,no
22793,33,services,married,high.school,no,yes,yes,cellular,nov,thu,422,1,nonexistent,no
22794,49,services,married,high.school,unknown,yes,no,cellular,jul,wed,346,2,nonexistent,no
22795,37,technician,married,university.degree,no,yes,yes,telephone,may,wed,298,2,nonexistent,no
22796,44,admin.,married,professional.course,no,no,no,cellular,nov,mon,200,1,failure,no
22797,36,blue-collar,single,high.school,no,no,no,telephone,jun,tue,275,1,nonexistent,no
22798,58,management,married,basic.6y,no,yes,no,telephone,may,mon,197,2,nonexistent,no
22799,33,unemployed,married,basic.9y,no,no,no,telephone,jun,fri,11,6,nonexistent,no
22800,56,retired,married,basic.4y,no,yes,no,cellular,aug,mon,153,2,nonexistent,no
22801,41,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,404,1,nonexistent,no
22802,47,blue-collar,married,professional.course,no,yes,no,cellular,apr,tue,225,4,failure,no
22803,57,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,134,9,nonexistent,no
22804,50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,193,5,nonexistent,no
22805,31,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,240,2,nonexistent,no
22806,55,technician,divorced,university.degree,unknown,no,no,telephone,may,thu,216,7,nonexistent,no
22808,28,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,267,1,nonexistent,no
22809,36,management,married,high.school,no,no,no,telephone,may,wed,29,1,nonexistent,no
22812,54,technician,married,university.degree,unknown,no,no,cellular,may,fri,56,5,nonexistent,no
22813,34,management,married,university.degree,no,no,no,telephone,may,thu,187,3,nonexistent,no
22814,48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,85,1,nonexistent,no
22815,41,technician,married,university.degree,no,no,no,telephone,jun,tue,88,2,nonexistent,no
22816,43,admin.,married,university.degree,no,no,no,cellular,aug,tue,166,1,nonexistent,no
22817,33,management,single,university.degree,no,yes,yes,cellular,apr,wed,1176,1,nonexistent,yes
22818,51,retired,married,basic.9y,no,no,no,telephone,may,tue,166,1,nonexistent,no
22819,55,retired,married,professional.course,no,yes,no,cellular,aug,fri,122,1,nonexistent,no
22820,41,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,95,1,nonexistent,no
22821,39,services,married,high.school,unknown,no,yes,telephone,may,fri,134,3,nonexistent,no
22823,46,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,140,3,nonexistent,no
22824,45,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,129,2,nonexistent,no
22826,57,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,579,4,nonexistent,no
22828,30,management,married,university.degree,no,no,no,cellular,oct,wed,711,1,nonexistent,yes
22829,30,technician,married,university.degree,no,no,yes,telephone,jun,mon,150,5,nonexistent,no
22830,24,student,single,high.school,no,yes,yes,cellular,aug,fri,298,1,nonexistent,no
22831,35,student,single,high.school,no,yes,yes,telephone,may,mon,127,1,nonexistent,no
22832,40,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,mon,364,1,nonexistent,no
22833,32,self-employed,married,university.degree,no,no,no,cellular,nov,thu,66,2,nonexistent,no
22834,59,technician,divorced,professional.course,no,no,no,telephone,may,wed,209,2,nonexistent,no
22835,47,services,divorced,high.school,no,no,no,telephone,may,mon,198,3,nonexistent,no
22836,35,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,70,1,nonexistent,no
22837,39,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,58,5,nonexistent,no
22838,39,technician,married,professional.course,no,no,yes,cellular,aug,fri,55,2,nonexistent,no
22839,51,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,wed,104,1,nonexistent,no
22840,44,services,married,professional.course,no,no,yes,cellular,aug,mon,93,1,nonexistent,no
22841,40,technician,single,university.degree,no,yes,no,telephone,aug,wed,554,5,nonexistent,no
22842,37,blue-collar,married,professional.course,no,no,no,telephone,may,mon,336,1,nonexistent,no
22844,33,blue-collar,single,basic.9y,no,no,yes,cellular,may,wed,331,3,nonexistent,no
22845,33,admin.,single,university.degree,no,yes,no,cellular,apr,mon,169,1,nonexistent,no
22846,32,services,married,high.school,no,unknown,unknown,cellular,jun,tue,172,1,failure,no
22847,30,blue-collar,single,university.degree,no,no,yes,cellular,nov,thu,52,3,nonexistent,no
22850,29,blue-collar,married,basic.6y,no,no,no,cellular,jul,mon,115,1,nonexistent,no
22852,60,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,111,7,nonexistent,no
22853,31,technician,married,professional.course,no,no,yes,cellular,aug,wed,90,1,nonexistent,no
22854,33,technician,single,university.degree,no,no,no,cellular,jul,thu,58,5,nonexistent,no
22855,32,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,523,3,nonexistent,no
22856,52,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,mon,387,1,nonexistent,no
22857,54,retired,divorced,professional.course,no,yes,no,cellular,may,mon,44,8,nonexistent,no
22859,47,admin.,married,university.degree,unknown,yes,yes,cellular,apr,fri,126,2,nonexistent,no
22861,53,management,married,university.degree,no,no,no,cellular,aug,mon,313,4,nonexistent,no
22862,43,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,66,1,failure,no
22863,26,admin.,single,high.school,no,no,no,telephone,may,wed,416,2,nonexistent,no
22865,31,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,317,3,nonexistent,no
22866,48,technician,married,professional.course,no,no,no,cellular,nov,wed,201,3,failure,no
22867,48,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,100,1,nonexistent,no
22868,30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,307,1,nonexistent,no
22869,44,technician,single,university.degree,no,yes,no,cellular,aug,wed,79,6,nonexistent,no
22870,33,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1183,1,nonexistent,yes
22872,31,admin.,married,high.school,no,yes,no,telephone,jun,wed,105,1,nonexistent,no
22874,40,services,married,basic.9y,no,yes,no,cellular,jul,thu,158,1,nonexistent,no
22875,22,student,single,high.school,no,no,yes,cellular,jul,wed,349,1,nonexistent,no
22876,47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,157,2,nonexistent,no
22877,45,blue-collar,married,basic.9y,no,yes,no,cellular,mar,tue,257,1,nonexistent,no
22878,31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662,1,nonexistent,yes
22879,46,technician,married,basic.9y,no,yes,no,cellular,nov,tue,226,1,failure,no
22880,54,admin.,married,university.degree,unknown,no,no,cellular,nov,fri,298,2,nonexistent,no
22882,45,unknown,married,high.school,unknown,yes,no,cellular,aug,tue,94,1,nonexistent,no
22883,47,housemaid,single,basic.9y,no,no,no,cellular,nov,thu,128,1,nonexistent,no
22884,49,blue-collar,married,professional.course,no,yes,yes,cellular,may,tue,145,1,failure,no
22885,54,management,married,high.school,unknown,no,no,cellular,may,mon,194,2,failure,no
22886,54,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,thu,279,1,nonexistent,no
22887,43,entrepreneur,single,university.degree,no,no,yes,cellular,jul,fri,210,2,nonexistent,no
22888,44,blue-collar,married,professional.course,unknown,no,no,cellular,nov,tue,214,2,nonexistent,no
22889,55,retired,married,high.school,no,yes,yes,cellular,jul,tue,394,3,nonexistent,no
22890,32,blue-collar,single,high.school,no,yes,no,cellular,may,thu,216,1,nonexistent,no
22891,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,31,4,failure,no
22892,32,unemployed,single,university.degree,no,yes,no,cellular,may,wed,51,1,nonexistent,no
22893,31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,961,2,nonexistent,no
22894,38,admin.,married,high.school,no,no,no,telephone,may,thu,179,5,nonexistent,no
22895,39,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,69,4,nonexistent,no
22897,47,technician,married,professional.course,unknown,yes,no,telephone,may,mon,197,4,nonexistent,no
22898,33,admin.,divorced,high.school,no,yes,no,telephone,may,wed,161,2,nonexistent,no
22899,31,admin.,married,university.degree,no,yes,no,cellular,aug,wed,240,1,nonexistent,no
22900,52,admin.,single,university.degree,no,yes,no,cellular,jun,mon,327,1,nonexistent,yes
22901,50,technician,married,professional.course,no,no,no,telephone,jun,thu,158,1,nonexistent,no
22904,26,student,single,university.degree,no,no,yes,cellular,may,mon,115,1,nonexistent,no
22905,27,services,single,high.school,no,yes,no,telephone,may,wed,386,1,nonexistent,no
22907,33,self-employed,married,basic.9y,no,unknown,unknown,cellular,may,tue,328,2,nonexistent,no
22908,28,student,single,unknown,no,yes,no,telephone,aug,fri,268,3,nonexistent,no
22909,38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,382,3,nonexistent,no
22910,39,housemaid,divorced,basic.9y,no,yes,no,cellular,jul,thu,105,1,nonexistent,no
22911,47,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,95,8,nonexistent,no
22912,30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,857,2,nonexistent,no
22913,36,technician,married,university.degree,no,yes,no,telephone,may,mon,277,3,nonexistent,no
22914,37,admin.,married,university.degree,no,no,no,cellular,nov,mon,52,1,nonexistent,no
22915,54,services,married,basic.9y,no,yes,yes,cellular,nov,mon,175,3,nonexistent,no
22916,22,technician,single,basic.9y,no,no,no,telephone,may,mon,267,2,failure,no
22917,35,blue-collar,married,professional.course,no,no,no,cellular,jul,tue,584,2,nonexistent,no
22918,31,admin.,married,university.degree,no,no,no,cellular,jun,thu,81,2,failure,yes
22919,33,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,90,4,failure,no
22920,34,services,married,high.school,no,no,no,cellular,may,tue,542,4,failure,no
22921,31,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,53,1,nonexistent,no
22923,44,admin.,married,university.degree,unknown,yes,yes,telephone,jun,fri,545,2,nonexistent,no
22924,45,unemployed,divorced,high.school,no,no,no,cellular,may,wed,90,1,nonexistent,no
22925,50,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,165,1,nonexistent,no
22926,40,technician,single,high.school,no,no,no,cellular,aug,fri,85,1,nonexistent,no
22927,30,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,164,3,nonexistent,no
22928,56,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,46,1,nonexistent,no
22929,46,housemaid,married,high.school,no,yes,no,cellular,aug,fri,258,1,nonexistent,no
22930,28,admin.,married,university.degree,no,no,no,cellular,jul,wed,179,2,nonexistent,no
22931,38,technician,single,professional.course,no,yes,no,cellular,jul,tue,249,2,nonexistent,no
22932,30,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,52,3,nonexistent,no
22933,47,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,mon,170,8,nonexistent,no
22934,58,retired,married,unknown,no,unknown,unknown,telephone,may,tue,174,1,nonexistent,no
22935,53,technician,married,unknown,no,yes,no,telephone,jun,thu,134,3,nonexistent,no
22936,49,unemployed,married,professional.course,no,yes,yes,cellular,nov,thu,366,2,failure,no
22937,42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,456,2,nonexistent,no
22938,39,services,divorced,high.school,unknown,yes,no,telephone,jun,mon,241,5,nonexistent,no
22939,39,technician,single,professional.course,no,yes,no,telephone,jul,mon,241,3,nonexistent,no
22940,59,retired,married,basic.4y,no,no,no,cellular,aug,mon,357,3,nonexistent,no
22941,38,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,217,9,nonexistent,no
22942,46,entrepreneur,married,basic.4y,unknown,yes,no,cellular,apr,mon,630,3,nonexistent,no
22943,30,management,single,university.degree,no,yes,no,cellular,jul,mon,96,1,nonexistent,no
22944,31,blue-collar,divorced,unknown,no,yes,no,cellular,jul,fri,596,1,nonexistent,no
22945,39,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,thu,633,1,nonexistent,no
22946,44,entrepreneur,single,university.degree,no,no,no,telephone,jun,thu,75,1,nonexistent,no
22947,43,unemployed,married,basic.4y,unknown,no,no,telephone,jun,fri,744,3,nonexistent,no
22948,47,technician,married,university.degree,no,yes,no,cellular,aug,thu,65,2,nonexistent,no
22949,45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,269,3,failure,no
22951,52,management,married,university.degree,no,no,no,cellular,aug,tue,600,1,nonexistent,yes
22952,41,technician,married,university.degree,no,unknown,unknown,telephone,jun,thu,131,10,nonexistent,no
22953,45,services,married,basic.9y,no,yes,no,telephone,may,tue,207,6,nonexistent,no
22954,50,blue-collar,married,unknown,no,yes,yes,cellular,aug,tue,589,2,nonexistent,yes
22955,26,admin.,single,university.degree,no,yes,no,telephone,aug,tue,215,1,failure,yes
22956,37,admin.,married,university.degree,no,yes,no,cellular,jul,tue,75,3,nonexistent,no
22957,44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,55,2,nonexistent,no
22958,41,self-employed,married,basic.6y,no,no,no,cellular,aug,thu,137,1,nonexistent,no
22959,46,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,488,2,nonexistent,no
22960,34,blue-collar,single,basic.9y,unknown,no,no,cellular,apr,mon,36,2,failure,no
22961,39,entrepreneur,married,university.degree,unknown,yes,no,cellular,may,mon,98,1,failure,no
22962,41,self-employed,married,university.degree,no,no,no,cellular,aug,mon,247,2,nonexistent,no
22963,34,admin.,single,university.degree,no,no,yes,telephone,may,tue,262,2,nonexistent,no
22964,60,management,married,university.degree,no,no,no,cellular,aug,wed,159,4,nonexistent,no
22965,38,admin.,single,university.degree,unknown,yes,no,telephone,jun,fri,188,7,nonexistent,no
22966,54,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,192,3,nonexistent,no
22967,36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,147,1,nonexistent,no
22968,54,admin.,married,high.school,no,yes,no,cellular,apr,mon,158,2,nonexistent,yes
22969,34,self-employed,single,university.degree,no,no,no,telephone,aug,thu,57,1,nonexistent,no
22970,53,entrepreneur,married,basic.6y,no,yes,no,telephone,nov,fri,228,6,nonexistent,no
22971,33,technician,single,professional.course,no,no,no,cellular,aug,fri,94,1,nonexistent,no
22972,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,157,3,nonexistent,no
22973,38,blue-collar,single,high.school,unknown,yes,no,telephone,jun,wed,936,1,nonexistent,yes
22975,31,admin.,married,high.school,no,no,no,cellular,jul,thu,363,1,nonexistent,no
22976,44,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,358,6,nonexistent,no
22977,29,technician,single,professional.course,no,no,no,cellular,aug,fri,198,1,nonexistent,no
22978,24,admin.,single,high.school,unknown,yes,yes,cellular,jul,thu,493,1,nonexistent,no
22979,30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,244,2,nonexistent,yes
22980,27,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,thu,160,3,nonexistent,no
22981,26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,455,1,nonexistent,no
22982,55,admin.,married,university.degree,no,no,no,cellular,aug,wed,54,6,nonexistent,no
22983,46,technician,married,high.school,no,yes,no,cellular,aug,fri,306,1,nonexistent,no
22984,55,technician,married,basic.9y,unknown,yes,no,cellular,jul,mon,72,6,nonexistent,no
22985,48,entrepreneur,married,basic.4y,unknown,no,no,cellular,aug,thu,81,1,nonexistent,no
22986,45,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,67,1,nonexistent,no
22987,26,unemployed,single,university.degree,no,yes,no,cellular,apr,thu,618,1,nonexistent,yes
22988,40,admin.,single,high.school,no,no,no,cellular,may,mon,18,5,failure,no
22989,57,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,324,2,nonexistent,no
22990,37,technician,single,high.school,unknown,yes,no,telephone,may,thu,54,2,nonexistent,no
22991,55,technician,married,professional.course,no,yes,no,cellular,apr,fri,148,2,failure,no
22992,47,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,wed,30,2,nonexistent,no
22993,25,admin.,married,high.school,no,no,no,telephone,jul,wed,156,7,nonexistent,no
22994,29,admin.,single,university.degree,no,no,no,telephone,jun,mon,157,2,nonexistent,no
22995,48,services,divorced,high.school,no,no,no,cellular,jul,mon,137,3,nonexistent,no
22996,32,entrepreneur,married,high.school,no,yes,no,cellular,jul,mon,240,1,nonexistent,no
22997,45,admin.,married,university.degree,no,yes,yes,telephone,may,wed,369,1,nonexistent,no
22998,29,admin.,single,university.degree,no,yes,no,cellular,nov,thu,103,1,nonexistent,no
22999,30,management,divorced,basic.4y,no,yes,no,cellular,jul,tue,68,8,nonexistent,no
23000,47,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,149,7,nonexistent,no
23001,37,management,married,university.degree,no,no,no,cellular,nov,thu,89,1,nonexistent,no
23002,52,admin.,divorced,university.degree,unknown,no,no,cellular,jul,tue,323,2,nonexistent,no
23003,38,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,322,5,nonexistent,no
23004,47,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,136,1,nonexistent,no
23005,41,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,259,1,nonexistent,no
23006,37,technician,single,university.degree,no,yes,yes,telephone,may,tue,173,1,nonexistent,no
23007,32,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,tue,295,1,nonexistent,no
23008,38,technician,single,professional.course,unknown,no,no,telephone,may,wed,474,2,nonexistent,no
23009,46,technician,married,professional.course,no,no,no,telephone,may,mon,290,2,nonexistent,no
23010,53,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,wed,625,1,nonexistent,no
23011,36,admin.,divorced,high.school,no,yes,no,telephone,jun,wed,54,4,nonexistent,no
23012,31,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,wed,145,1,nonexistent,no
23013,34,technician,divorced,professional.course,no,no,no,cellular,may,fri,64,4,nonexistent,no
23015,31,management,married,university.degree,no,no,no,cellular,jun,tue,212,1,nonexistent,no
23016,30,services,married,basic.6y,no,yes,no,cellular,jul,mon,129,2,nonexistent,no
23017,54,unemployed,married,high.school,unknown,no,no,cellular,jul,fri,203,1,nonexistent,no
23018,37,services,divorced,professional.course,no,no,no,cellular,may,fri,258,2,nonexistent,no
23019,49,blue-collar,divorced,unknown,unknown,no,no,cellular,jul,wed,291,1,nonexistent,no
23020,35,technician,single,university.degree,no,yes,yes,cellular,aug,thu,205,1,nonexistent,no
23021,40,management,married,high.school,no,no,no,telephone,may,thu,104,3,nonexistent,no
23022,59,services,married,university.degree,no,yes,no,cellular,oct,mon,162,1,nonexistent,no
23023,38,technician,single,professional.course,no,no,no,telephone,may,mon,147,2,nonexistent,no
23024,32,admin.,single,university.degree,no,yes,yes,telephone,jun,fri,431,2,nonexistent,no
23025,46,entrepreneur,married,high.school,no,no,no,cellular,jun,tue,69,2,failure,no
23026,30,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,83,11,nonexistent,no
23028,57,admin.,married,university.degree,no,yes,no,cellular,nov,fri,181,1,nonexistent,no
23029,38,technician,single,professional.course,no,unknown,unknown,cellular,jul,wed,361,2,nonexistent,no
23030,43,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,239,1,nonexistent,yes
23031,60,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,62,2,nonexistent,no
23032,29,blue-collar,married,professional.course,no,no,no,cellular,nov,wed,54,1,nonexistent,no
23033,34,admin.,married,basic.6y,no,yes,no,cellular,may,wed,298,2,nonexistent,no
23034,33,services,married,professional.course,no,yes,no,cellular,aug,thu,56,1,nonexistent,no
23035,50,technician,married,professional.course,no,no,no,cellular,jul,thu,683,2,nonexistent,no
23036,36,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,wed,109,7,nonexistent,no
23037,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,56,2,nonexistent,no
23038,42,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,919,1,nonexistent,no
23039,38,management,married,high.school,no,no,no,telephone,may,tue,776,1,nonexistent,no
23040,38,admin.,married,high.school,no,no,no,cellular,may,wed,275,1,nonexistent,no
23041,32,admin.,single,university.degree,no,yes,no,cellular,jul,tue,59,1,nonexistent,no
23043,30,technician,single,university.degree,unknown,yes,no,telephone,may,thu,1109,3,nonexistent,yes
23044,34,admin.,married,university.degree,no,unknown,unknown,cellular,nov,fri,253,1,nonexistent,no
23045,38,services,single,high.school,no,yes,no,cellular,aug,thu,122,3,nonexistent,no
23046,24,technician,divorced,professional.course,no,no,no,cellular,apr,fri,332,1,failure,no
23047,28,technician,single,university.degree,no,yes,no,cellular,apr,fri,148,1,nonexistent,no
23048,33,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,76,2,nonexistent,no
23049,38,entrepreneur,married,basic.6y,no,yes,no,telephone,may,thu,196,1,nonexistent,no
23050,37,admin.,married,high.school,unknown,yes,no,cellular,may,thu,113,2,nonexistent,no
23051,35,housemaid,single,professional.course,no,yes,yes,cellular,aug,mon,111,1,nonexistent,no
23052,45,admin.,married,university.degree,no,no,no,telephone,may,fri,134,2,nonexistent,no
23053,58,self-employed,married,university.degree,no,no,no,telephone,may,thu,136,1,nonexistent,no
23054,27,student,single,unknown,no,yes,no,cellular,apr,thu,176,1,failure,no
23055,41,services,single,high.school,no,yes,no,cellular,may,mon,417,2,nonexistent,no
23056,39,housemaid,married,basic.4y,no,no,yes,cellular,aug,mon,357,2,nonexistent,no
23058,30,blue-collar,single,basic.6y,no,no,no,cellular,may,fri,92,4,failure,no
23059,39,technician,married,professional.course,no,yes,no,cellular,aug,thu,253,1,nonexistent,no
23060,27,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,259,1,nonexistent,no
23061,53,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,86,1,nonexistent,no
23062,45,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,thu,301,1,nonexistent,no
23063,40,technician,married,professional.course,unknown,yes,no,telephone,may,fri,360,1,nonexistent,no
23064,39,management,divorced,university.degree,no,no,no,telephone,may,mon,290,2,nonexistent,no
23065,27,management,single,university.degree,no,no,yes,telephone,may,wed,413,1,nonexistent,no
23066,35,technician,married,professional.course,no,no,no,telephone,may,fri,169,2,nonexistent,no
23067,27,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,86,1,nonexistent,no
23068,43,self-employed,single,university.degree,no,yes,no,cellular,may,mon,445,2,nonexistent,no
23069,35,technician,single,university.degree,no,no,no,cellular,aug,wed,118,1,nonexistent,no
23070,34,admin.,married,university.degree,no,yes,no,cellular,may,wed,135,1,nonexistent,no
23071,24,student,single,unknown,no,yes,no,cellular,jun,mon,220,1,nonexistent,yes
23072,45,services,married,high.school,no,yes,no,cellular,aug,thu,660,1,nonexistent,no
23073,43,services,divorced,basic.6y,no,yes,no,telephone,aug,wed,813,2,nonexistent,no
23075,33,housemaid,married,professional.course,no,yes,no,cellular,aug,thu,110,1,nonexistent,no
23077,41,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,407,4,nonexistent,no
23078,35,admin.,divorced,university.degree,no,yes,yes,cellular,apr,mon,121,1,nonexistent,yes
23079,39,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,82,2,failure,no
23081,55,housemaid,married,university.degree,no,no,no,cellular,jul,wed,988,1,nonexistent,yes
23082,39,services,married,high.school,no,yes,no,cellular,nov,fri,197,3,nonexistent,no
23083,53,technician,married,unknown,no,no,no,cellular,mar,thu,93,1,failure,no
23084,55,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,tue,86,1,nonexistent,no
23085,39,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,29,1,nonexistent,no
23087,35,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,101,2,failure,no
23088,35,blue-collar,married,professional.course,no,yes,yes,telephone,may,fri,65,1,nonexistent,no
23089,51,unemployed,married,basic.9y,unknown,yes,no,telephone,may,wed,360,1,nonexistent,no
23090,34,technician,single,professional.course,no,no,no,telephone,may,wed,223,1,nonexistent,no
23091,36,admin.,single,high.school,no,yes,no,cellular,apr,fri,202,2,nonexistent,no
23092,37,blue-collar,married,professional.course,no,no,no,telephone,may,tue,318,1,nonexistent,no
23094,54,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,166,1,nonexistent,no
23095,51,self-employed,divorced,university.degree,no,yes,no,cellular,nov,wed,670,1,nonexistent,yes
23096,42,housemaid,married,professional.course,no,yes,no,telephone,may,mon,117,2,nonexistent,no
23097,41,technician,married,professional.course,no,yes,no,cellular,aug,thu,306,1,nonexistent,no
